data_path,Datasets_concept_drift/synthetic_data/gradual_drift/agraw1_1_gradual_drift_0_noise_balanced_5.arff
encoding,exclude
fpr_mean,0.3548387096774194
fpr_se,0.049614448965490734
latency_mean,0.4435483870967742
latency_se,0.034030396307529305
num_runs,93
False,False,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,False,False,False,False
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,False,False,False,False
True,True,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,False,False,False,False
True,True,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,True,True,True,True
False,False,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,False,False,False,False
False,False,False,False,False,False,False
True,True,False,True,True,True,True
False,False,False,True,True,True,True
True,True,False,True,True,True,True
False,False,False,True,True,True,True
